reaction_energy,activation_energy,surface,ab,a,b,reference,url,dataset 
-0.77,-0.77,HH- Ir-MoS2(-1010) S0.5H0,CO*,CO,*,Unpublished,http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
-0.64,-0.64,HH- Ni-MoS2(-1010) S0.5H0.75,CO*,CO,*,ChemCatChem (2014),http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
-1.25,-1.25,HH- Os-MoS2(-1010) S0.5H0,CO*,CO,*,Unpublished,http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
-0.97,-0.97,HH- Pd-MoS2(-1010) S0.5H0.75,CO*,CO,*,Unpublished,http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
-0.54,-0.54,HH- Pt-MoS2(-1010) S0.5H0.75,CO*,CO,*,Unpublished,http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
-0.25,-0.25,HH- Re-MoS2(-1010) S0.5H0,CO*,CO,*,Unpublished,http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
-0.32,-0.32,HH- Rh-MoS2(-1010) S0.5H0,CO*,CO,*,Unpublished,http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
-0.99,-0.99,HH- Ru-MoS2(-1010) S0.5H0.25,CO*,CO,*,Unpublished,http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
-0.51,-0.51,HH- Mn-MoS2(-1010) S0.5H0.75,CO*,CO,*,Unpublished,http://suncat.stanford.edu/catapp,"Quantum ESPRESSO,BEEF-vdW @ SUNCAT"
0.27,0,ZnO(0001),CO*,CO,*,"J. Catal. 309, 397-407 (2014)",http://dx.doi.org/10.1016/j.jcat.2013.10.015,"GPAW, BEEF, Ea_from_various_sources @ SUNCAT/TOPSOE"
1.04,0,ZnO(0001),CO2*,CO2,*,"J. Catal. 309, 397-407 (2014)",http://dx.doi.org/10.1016/j.jcat.2013.10.015,"GPAW, BEEF, Ea_from_various_sources @ SUNCAT/TOPSOE"
0.45,0,ZnO(0001),H2O*,H2O,*,"J. Catal. 309, 397-407 (2014)",http://dx.doi.org/10.1016/j.jcat.2013.10.015,"GPAW, BEEF, Ea_from_various_sources @ SUNCAT/TOPSOE"
0.243718362,0.330653474,Ag(111),H*,H,*,"Phys. Chem. Chem. Phys, 16 (36), 2014, 19250",http://pubs.rsc.org/en/content/articlelanding/2014/cp/c4cp01385a#!divAbstract,"Espresso, RPBE @ Stanford"
-0.153551397,0.688196257,NiAg3(111),H*,H,*,"Phys. Chem. Chem. Phys, 16 (36), 2014, 19250",http://pubs.rsc.org/en/content/articlelanding/2014/cp/c4cp01385a#!divAbstract,"Espresso, RPBE @ Stanford"
-0.369693265,0.882723939,NiAg(111),H*,H,*,"Phys. Chem. Chem. Phys, 16 (36), 2014, 19250",http://pubs.rsc.org/en/content/articlelanding/2014/cp/c4cp01385a#!divAbstract,"Espresso, RPBE @ Stanford"
-0.470604782,0.973544304,Ni3Ag(111),H*,H,*,"Phys. Chem. Chem. Phys, 16 (36), 2014, 19250",http://pubs.rsc.org/en/content/articlelanding/2014/cp/c4cp01385a#!divAbstract,"Espresso, RPBE @ Stanford"
-0.40911331,0.918201979,Ni(111),H*,H,*,"Phys. Chem. Chem. Phys, 16 (36), 2014, 19250",http://pubs.rsc.org/en/content/articlelanding/2014/cp/c4cp01385a#!divAbstract,"Espresso, RPBE @ Stanford"
-0.97,0,Mo(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-1,0,Pt(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-1.02,0,W(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-1.19,0,Re(0001),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-1.52,0,Mo(110),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.62,0.01,Au(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.35,0.01,Fe(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.98,0.01,Fe(110),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.5,0.03,Ag(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.74,0.03,Cu(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.66,0.04,Pt(111),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.91,0.04,V(110),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-1.81,0.05,W(110),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.54,0.05,V(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-1.63,0.05,Ir(111),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-2.11,0.06,Os(0001),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.94,0.08,Ru(0001),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.76,0.09,Rh(111),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-1.8,0.1,Ir(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.3,0.1,Pd(111),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.31,0.1,Pd(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.4,0.11,Cu(111),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.63,0.12,Au(111),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.76,0.12,Ni(111),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.92,0.16,Ta(110),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.58,0.18,Ta(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.62,0.18,Ag(111),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.79,0.2,Co(0001),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.89,0.24,Rh(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.71,0.38,Ni(100),H*1,H*,*1,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.1,0.05,Pt(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.25,0.14,Pt(111),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.07,0.15,Pd(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.15,0.15,Pd(111),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.13,0.17,Mo(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.29,0.23,Ni(111),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.12,0.24,Ag(111),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.14,0.24,Fe(110),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.22,0.28,Fe(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.14,0.29,V(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.03,0.31,Ag(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.09,0.31,Au(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0,0.35,Mo(110),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.09,0.36,W(110),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.1,0.37,Au(111),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.15,0.41,Ir(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.1,0.42,Rh(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.21,0.43,Cu(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.04,0.44,Ta(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.28,0.44,V(110),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.2,0.46,Cu(111),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.11,0.49,Ni(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.35,0.5,Ta(110),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.83,0.51,W(100),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.12,0.52,Rh(111),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.08,0.52,Ir(111),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.07,0.59,Co(0001),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.3,0.62,Re(0001),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.03,0.67,Ru(0001),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
0.78,1,Os(0001),H*2,H*1,*2,"Surface Science 606, 679-689, (2012)",http://www.sciencedirect.com/science/article/pii/S0039602811004985,"DACAPO, PW91 @ Univ. of Wisconsin"
-0.447,0.68,Pd(211),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.019,0.96,Rh(211),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.031,1.03,Ru(211),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.363,1.22,Re(211),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.424,1.35,Rh(111),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.389,1.38,Pd(111),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.593,1.39,Ni(111),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.744,1.61,Cu(211),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.582,1.87,Pt(111),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.353,1.87,Pt(211),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
1.41,2.07,Ag(211),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
1.426,2.21,Cu(111),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
1.413,2.35,Au(211),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
1.858,2.57,Ag(111),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
1.714,2.58,Au(111),CH*,H*,C*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.75,1.26,Mo2C(001),CC*,C*,C*,"J. Catal. 290, 108-117 (2012)",http://dx.doi.org/10.1016/j.jcat.2012.03.007,"GPAW, RPBE @ SUNCAT"
0.00534,1.08661,Rh(211),CH2CH2*,H*,CCH3*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.17734,1.58007,Pt(211),CH2CH2*,H*,CCH3*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
1.38834,1.91665,Cu(211),CH2CH2*,H*,CCH3*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
1.95734,2.50654,Au(211),CH2CH2*,H*,CCH3*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
2.85434,2.53029,Ag(211),CH2CH2*,H*,CCH3*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.44,0.07,Rh(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.796,0.15,Mn(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.596,0.2,Re(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.469,0.22,Ru(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.394,0.32,Mn(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.351,0.34,Ni(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.512,0.38,Ru(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.836,0.39,Re(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.332,0.59,Pt(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.295,0.6,Pd(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.16,0.77,Pd(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.242,0.78,Rh(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.35,0.79,Ni(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.421,1.05,Cu(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.878,1.1,Ru(211),OCH*,O*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.366,1.13,Rh(211),CHCH*,CH*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
0.412,1.17,Cu(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.426,1.2,Ru(211),CHCH*,CH*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.458,1.54,Rh(211),OCH*,O*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.07,1.59,Pt(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.148,1.6,Co(211),CCH*,C*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
0.75,1.61,Au(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.182,1.65,Rh(211),CCH*,C*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.516,1.67,Pt(211),CHCH*,CH*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
1.164,1.86,Ag(111),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
1.327,1.87,Ag(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.032,1.88,Ru(211),CCH*,C*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
1.274,2.03,Cu(211),CHCH*,CH*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
0.852,2.31,Cu(211),OCH*,O*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
1.3,2.35,Au(211),CH2*,H*,CH*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.482,2.45,Pt(211),CCH*,C*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
1.892,2.8,Cu(211),CCH*,C*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
1.814,2.9,Au(211),CHCH*,CH*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
0.862,3.12,Pt(211),OCH*,O*,CH*,"Catal. Lett. 141, 3, 370-373 (2011)",http://www.springerlink.com/content/c6u1473476ug2134/,"DACAPO, RPBE @ CAMD/SUNCAT"
